algorithm,sweep_parameter,sweep_value,num_users_per_request,request_seed,topology_seed,num_nodes,num_edges,average_edge_length_km,trial,throughput_qbps,realized_throughput,realized_successful_ghz_count,ilp_expected_objective,ilp_expected_throughput_term,ilp_covered_requests,ilp_selected_tree_count,deployed_source_count,served_requests,failed_requests,per_request_ghz,request_batch,ordered_requests,cost,used_budget,candidate_edge_count,effective_capacity,placement_runtime,link_deployment_runtime,routing_runtime,placement_and_routing_runtime,algorithm_running_time,total_runtime,deployed_dict,seed,source_seed,link_seed,operation_seed_base,request_operation_seeds,master_seed,request_order_seed,source_metadata,ci95_halfwidth,throughput_ci95_halfwidth,placement_runtime_ci95_halfwidth,link_deployment_runtime_ci95_halfwidth,routing_runtime_ci95_halfwidth,placement_and_routing_runtime_ci95_halfwidth,algorithm_running_time_ci95_halfwidth,total_runtime_ci95_halfwidth
ILP-MP_t,num_users_per_request,5,5,593145736,,25,40,10.0,0,0.0,0.0,0.0,4000.0520496294907,0.05204962949095409,4,5,40,0,4,"[0, 0, 0, 0]","[[4, 18, 12, 7, 23], [19, 13, 21, 8, 0], [3, 1, 15, 17, 6], [12, 6, 4, 1, 11]]","[[4, 18, 12, 7, 23], [19, 13, 21, 8, 0], [3, 1, 15, 17, 6], [12, 6, 4, 1, 11]]",40,40,40,160,0.07857840000000138,0.0006144999999975198,0.0014520999999980688,0.08003049999999945,0.08096499999999907,0.08096499999999907,"{(0, 1): 1, (1, 2): 3, (1, 6): 3, (2, 3): 4, (2, 7): 1, (3, 4): 2, (3, 8): 1, (4, 9): 1, (6, 7): 1, (6, 11): 3, (7, 8): 1, (7, 12): 2, (8, 9): 1, (8, 13): 1, (9, 14): 1, (11, 12): 2, (11, 16): 1, (12, 13): 1, (12, 17): 2, (13, 18): 1, (15, 16): 1, (16, 17): 2, (16, 21): 1, (17, 18): 1, (18, 19): 1, (18, 23): 1}",314954152,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'ilp_objective': 4000.0520496294907, 'ilp_expected_objective': 4000.0520496294907, 'ilp_expected_throughput_term': 0.05204962949095409, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 5, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'ilp_use_redundancy_reward': False, 'ilp_spend_remaining_budget_after_solve': True, 'ilp_status': 'OPTIMAL', 'ilp_candidate_seed': 1934997417, 'ilp_solver_seed': 1714257075, 'ilp_selected_trees': 5, 'ilp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 4}, 'ilp_minimum_routing_source_placement': {(0, 1): 1, (1, 2): 3, (1, 6): 3, (2, 3): 4, (2, 7): 1, (3, 4): 2, (3, 8): 1, (4, 9): 1, (6, 11): 3, (7, 8): 1, (7, 12): 2, (8, 9): 1, (8, 13): 1, (11, 12): 2, (11, 16): 1, (12, 13): 1, (12, 17): 2, (13, 18): 1, (15, 16): 1, (16, 17): 2, (16, 21): 1, (17, 18): 1, (18, 19): 1, (18, 23): 1}, 'ilp_optimized_z_used_budget': 38, 'ilp_deployed_used_budget': 40, 'ilp_redundant_used_budget': 40, 'ilp_redundant_routing_source_placement': {(0, 1): 1, (1, 2): 3, (1, 6): 3, (2, 3): 4, (2, 7): 1, (3, 4): 2, (3, 8): 1, (4, 9): 1, (6, 7): 1, (6, 11): 3, (7, 8): 1, (7, 12): 2, (8, 9): 1, (8, 13): 1, (9, 14): 1, (11, 12): 2, (11, 16): 1, (12, 13): 1, (12, 17): 2, (13, 18): 1, (15, 16): 1, (16, 17): 2, (16, 21): 1, (17, 18): 1, (18, 19): 1, (18, 23): 1}, 'ilp_redundant_memory_load': {0: 1, 1: 7, 2: 8, 3: 7, 4: 3, 6: 7, 7: 5, 8: 4, 9: 3, 11: 6, 12: 7, 13: 3, 14: 1, 15: 1, 16: 5, 17: 5, 18: 4, 19: 1, 21: 1, 23: 1}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
ILP-MP_t,num_users_per_request,5,5,593145736,,25,40,10.0,SUMMARY,0.0,0.0,0.0,,,,,,,,,,,,,,,0.07857840000000138,0.0006144999999975198,0.0014520999999980688,0.08003049999999945,0.08096499999999907,0.08096499999999907,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT-MP_t,num_users_per_request,6,6,593145736,,25,40,10.0,0,1.0,1.0,1.0,,,,,40,1,3,"[0, 1, 0, 0]","[[4, 18, 12, 7, 23, 20], [19, 13, 21, 8, 0, 14], [3, 1, 15, 17, 6, 19], [12, 6, 4, 1, 11, 3]]","[[4, 18, 12, 7, 23, 20], [19, 13, 21, 8, 0, 14], [3, 1, 15, 17, 6, 19], [12, 6, 4, 1, 11, 3]]",40,40,40,160,0.0033804000000010603,0.000505999999997897,0.00225889999999751,0.0056392999999985705,0.006679000000001878,0.006679000000001878,"{(12, 13): 1, (7, 12): 1, (11, 12): 1, (12, 17): 1, (6, 7): 1, (7, 8): 1, (6, 11): 1, (8, 13): 1, (11, 16): 1, (13, 18): 1, (16, 17): 1, (17, 18): 1, (2, 7): 1, (10, 11): 1, (13, 14): 1, (17, 22): 1, (16, 21): 1, (18, 19): 1, (18, 23): 1, (3, 8): 1, (5, 6): 1, (8, 9): 1, (15, 16): 1, (1, 6): 1, (1, 2): 1, (2, 3): 1, (5, 10): 1, (9, 14): 1, (10, 15): 1, (14, 19): 1, (21, 22): 1, (22, 23): 1, (4, 9): 1, (0, 1): 1, (0, 5): 1, (3, 4): 1, (15, 20): 1, (19, 24): 1, (20, 21): 1, (23, 24): 1}",1917356134,3074377297,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'betweenness_scores': {(0, 1): 0.04896031746031746, (0, 5): 0.04896031746031746, (1, 2): 0.06992857142857144, (1, 6): 0.0758253968253968, (5, 6): 0.07582539682539681, (5, 10): 0.06992857142857144, (2, 3): 0.06992857142857144, (2, 7): 0.08376190476190479, (6, 7): 0.11528571428571432, (6, 11): 0.11528571428571428, (3, 4): 0.04896031746031746, (3, 8): 0.07582539682539681, (7, 8): 0.11528571428571431, (7, 12): 0.12957142857142856, (4, 9): 0.04896031746031747, (8, 9): 0.07582539682539681, (8, 13): 0.11528571428571428, (9, 14): 0.06992857142857144, (10, 11): 0.08376190476190479, (10, 15): 0.06992857142857144, (11, 12): 0.12957142857142856, (11, 16): 0.11528571428571428, (12, 13): 0.1295714285714286, (12, 17): 0.12957142857142856, (13, 14): 0.08376190476190479, (13, 18): 0.11528571428571428, (14, 19): 0.06992857142857144, (15, 16): 0.07582539682539681, (15, 20): 0.04896031746031746, (16, 17): 0.11528571428571428, (16, 21): 0.07582539682539682, (17, 18): 0.11528571428571428, (17, 22): 0.08376190476190476, (18, 19): 0.07582539682539682, (18, 23): 0.07582539682539682, (19, 24): 0.04896031746031746, (20, 21): 0.04896031746031746, (21, 22): 0.06992857142857144, (22, 23): 0.06992857142857144, (23, 24): 0.04896031746031746}, 'allocation': {(0, 1): 1, (0, 5): 1, (1, 2): 1, (1, 6): 1, (2, 3): 1, (2, 7): 1, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 11): 1, (10, 15): 1, (11, 12): 1, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 1, (13, 18): 1, (14, 19): 1, (15, 16): 1, (15, 20): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (18, 23): 1, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
BT-MP_t,num_users_per_request,6,6,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.0033804000000010603,0.000505999999997897,0.00225889999999751,0.0056392999999985705,0.006679000000001878,0.006679000000001878,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP-MP_t,num_users_per_request,6,6,593145736,,25,40,10.0,0,0.0,0.0,0.0,,,,,40,0,4,"[0, 0, 0, 0]","[[4, 18, 12, 7, 23, 20], [19, 13, 21, 8, 0, 14], [3, 1, 15, 17, 6, 19], [12, 6, 4, 1, 11, 3]]","[[4, 18, 12, 7, 23, 20], [19, 13, 21, 8, 0, 14], [3, 1, 15, 17, 6, 19], [12, 6, 4, 1, 11, 3]]",40,40,40,160,0.10783319999999819,0.00044290000000302143,0.001935299999999529,0.10976849999999772,0.11055570000000259,0.11055570000000259,"{(1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 2, (3, 8): 1, (4, 9): 1, (6, 7): 2, (6, 11): 2, (7, 8): 2, (7, 12): 2, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 2, (12, 13): 1, (12, 17): 2, (13, 14): 1, (13, 18): 1, (14, 19): 2, (15, 16): 1, (15, 20): 1, (16, 17): 2, (17, 18): 1, (18, 19): 1, (18, 23): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1}",1401080234,1198487884,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160, 'dp_candidate_seed': 3229805457, 'dp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 2}, 'dp_path_edge_count': 40, 'dp_allocation': {(0, 1): 0, (0, 5): 0, (1, 2): 2, (1, 6): 2, (2, 3): 2, (2, 7): 0, (3, 4): 2, (3, 8): 1, (4, 9): 1, (5, 6): 0, (5, 10): 0, (6, 7): 2, (6, 11): 2, (7, 8): 2, (7, 12): 2, (8, 9): 0, (8, 13): 1, (9, 14): 1, (10, 11): 0, (10, 15): 1, (11, 12): 2, (11, 16): 0, (12, 13): 1, (12, 17): 2, (13, 14): 1, (13, 18): 1, (14, 19): 2, (15, 16): 1, (15, 20): 1, (16, 17): 2, (16, 21): 0, (17, 18): 1, (17, 22): 0, (18, 19): 1, (18, 23): 1, (19, 24): 0, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 0}, 'dp_value': 11.212540710172867, 'dp_parts': {'F_topo': {(3, 4): 0.36849177023847746, (3, 8): 0.6364348897099689, (8, 13): 0.9480461314522013, (13, 18): 0.9205016235583491, (4, 9): 0.3496808867987739, (8, 9): 0.2380472511476763, (9, 14): 0.32336804389204576, (13, 14): 0.6092262904489685, (14, 19): 0.37778524241404526, (18, 19): 0.5024073452020812, (2, 3): 0.4595230097413286, (2, 7): 0.3287425820176753, (7, 12): 0.9006830142200901, (7, 8): 0.7756130332549187, (12, 13): 0.999999999999953, (18, 23): 0.5092374874034018, (19, 24): 0.0, (23, 24): 0.0, (1, 2): 0.48404433993951335, (0, 1): 0.3759937297055021, (0, 5): 0.3179935057664163, (5, 10): 0.2318889262120593, (10, 15): 0.39010189228528, (15, 20): 0.3616616280371567, (1, 6): 0.6026200873362161, (5, 6): 0.1811667226514302, (6, 7): 0.7597133579665972, (6, 11): 0.81905721643709, (10, 11): 0.21990818497367662, (11, 12): 0.8621654909864114, (11, 16): 0.6826783114992397, (15, 16): 0.5704848281267225, (12, 17): 0.8519762624565714, (16, 17): 0.6937632963833504, (17, 18): 0.8227522113984607, (16, 21): 0.572836188556685, (20, 21): 0.37061919157987255, (17, 22): 0.27443735303996, (21, 22): 0.4233568469376125, (22, 23): 0.30623670361660166}, 'F_demand': {(0, 1): 0.16666666666663887, (0, 5): 0.16666666666663887, (1, 2): 0.6666666666665555, (1, 6): 0.9999999999998334, (2, 3): 0.8333333333331945, (2, 7): 0.0, (3, 4): 0.6666666666665555, (3, 8): 0.4999999999999167, (4, 9): 0.33333333333327775, (5, 6): 0.16666666666663887, (5, 10): 0.16666666666663887, (6, 7): 0.6666666666665555, (6, 11): 0.6666666666665555, (7, 8): 0.8333333333331945, (7, 12): 0.6666666666665555, (8, 9): 0.16666666666663887, (8, 13): 0.4999999999999167, (9, 14): 0.33333333333327775, (10, 11): 0.16666666666663887, (10, 15): 0.4999999999999167, (11, 12): 0.6666666666665555, (11, 16): 0.16666666666663887, (12, 13): 0.4999999999999167, (12, 17): 0.6666666666665555, (13, 14): 0.33333333333327775, (13, 18): 0.33333333333327775, (14, 19): 0.6666666666665555, (15, 16): 0.4999999999999167, (15, 20): 0.33333333333327775, (16, 17): 0.6666666666665555, (16, 21): 0.16666666666663887, (17, 18): 0.6666666666665555, (17, 22): 0.16666666666663887, (18, 19): 0.6666666666665555, (18, 23): 0.4999999999999167, (19, 24): 0.16666666666663887, (20, 21): 0.33333333333327775, (21, 22): 0.4999999999999167, (22, 23): 0.4999999999999167, (23, 24): 0.16666666666663887}, 'F_qual': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}, 'F_overlap': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}}, 'dp_total_pairs': 40}",,,,,,,,
DP-MP_t,num_users_per_request,6,6,593145736,,25,40,10.0,SUMMARY,0.0,0.0,0.0,,,,,,,,,,,,,,,0.10783319999999819,0.00044290000000302143,0.001935299999999529,0.10976849999999772,0.11055570000000259,0.11055570000000259,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP_R-MP_t,num_users_per_request,6,6,593145736,,25,40,10.0,0,0.0,0.0,0.0,4000.030872711074,0.030872711073885502,4,4,40,0,4,"[0, 0, 0, 0]","[[4, 18, 12, 7, 23, 20], [19, 13, 21, 8, 0, 14], [3, 1, 15, 17, 6, 19], [12, 6, 4, 1, 11, 3]]","[[4, 18, 12, 7, 23, 20], [19, 13, 21, 8, 0, 14], [3, 1, 15, 17, 6, 19], [12, 6, 4, 1, 11, 3]]",40,40,40,160,0.7355643000000001,0.00044579999999783126,0.0018526999999970428,0.7374169999999971,0.7381746000000007,0.7381746000000007,"{(0, 1): 1, (1, 2): 2, (1, 6): 3, (2, 3): 2, (3, 4): 2, (3, 8): 1, (6, 7): 1, (6, 11): 3, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (11, 12): 2, (11, 16): 2, (12, 13): 1, (12, 17): 1, (13, 14): 1, (14, 19): 1, (15, 16): 2, (15, 20): 1, (16, 17): 2, (16, 21): 1, (17, 18): 2, (18, 19): 1, (18, 23): 1, (21, 22): 1, (22, 23): 1}",148139878,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'lp_objective': 4000.030872711074, 'ilp_expected_objective': 4000.030872711074, 'ilp_expected_throughput_term': 0.030872711073885502, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 4, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'lp_status': 'OPTIMAL', 'lp_candidate_seed': 1934997417, 'lp_solver_seed': 1901584977, 'lp_selected_trees': 4, 'lp_candidate_tree_counts': {0: 22, 1: 32, 2: 32, 3: 2}, 'lp_minimum_routing_source_placement': None, 'lp_used_budget': 40, 'lp_memory_load': {0: 1, 1: 6, 2: 4, 3: 5, 4: 2, 6: 7, 7: 3, 8: 4, 9: 2, 11: 7, 12: 5, 13: 3, 14: 3, 15: 3, 16: 7, 17: 5, 18: 4, 19: 2, 20: 1, 21: 2, 22: 2, 23: 2}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
