algorithm,sweep_parameter,sweep_value,num_users_per_request,request_seed,topology_seed,num_nodes,num_edges,average_edge_length_km,trial,throughput_qbps,realized_throughput,realized_successful_ghz_count,ilp_expected_objective,ilp_expected_throughput_term,ilp_covered_requests,ilp_selected_tree_count,deployed_source_count,served_requests,failed_requests,per_request_ghz,request_batch,ordered_requests,cost,used_budget,candidate_edge_count,effective_capacity,placement_runtime,link_deployment_runtime,routing_runtime,placement_and_routing_runtime,algorithm_running_time,total_runtime,deployed_dict,seed,source_seed,link_seed,operation_seed_base,request_operation_seeds,master_seed,request_order_seed,source_metadata,ci95_halfwidth,throughput_ci95_halfwidth,placement_runtime_ci95_halfwidth,link_deployment_runtime_ci95_halfwidth,routing_runtime_ci95_halfwidth,placement_and_routing_runtime_ci95_halfwidth,algorithm_running_time_ci95_halfwidth,total_runtime_ci95_halfwidth
DP-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,0,0.0,0.0,0.0,,,,,40,0,4,"[0, 0, 0, 0]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]",40,40,40,160,0.1215830000000011,0.0006364000000012027,0.0021702999999995143,0.12375330000000062,0.1247273999999976,0.1247273999999976,"{(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 2, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 1, (12, 13): 1, (12, 17): 2, (13, 14): 1, (13, 18): 1, (14, 19): 2, (16, 17): 1, (17, 18): 1, (18, 19): 1, (18, 23): 2, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 2, (23, 24): 1}",1401080234,1198487884,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160, 'dp_candidate_seed': 3229805457, 'dp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 4}, 'dp_path_edge_count': 40, 'dp_allocation': {(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (2, 7): 0, (3, 4): 2, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 0, (8, 13): 1, (9, 14): 1, (10, 11): 0, (10, 15): 1, (11, 12): 1, (11, 16): 0, (12, 13): 1, (12, 17): 2, (13, 14): 1, (13, 18): 1, (14, 19): 2, (15, 16): 0, (15, 20): 0, (16, 17): 1, (16, 21): 0, (17, 18): 1, (17, 22): 0, (18, 19): 1, (18, 23): 2, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 2, (23, 24): 1}, 'dp_value': 11.95639970626791, 'dp_parts': {'F_topo': {(3, 4): 0.13335796084225346, (3, 8): 0.44760497475677946, (8, 13): 0.8743997044698479, (13, 18): 0.9204531461642185, (4, 9): 0.13335796084225346, (8, 9): 0.0, (9, 14): 0.14776505356482378, (13, 14): 0.4939046915404236, (14, 19): 0.3573451545375994, (18, 19): 0.4632434429257236, (2, 3): 0.2604359069080024, (2, 7): 0.08114764191601566, (7, 12): 0.8287156754093906, (7, 8): 0.7218322866641668, (12, 13): 0.9999999999999484, (18, 23): 0.46213520502398736, (19, 24): 0.17842630217952524, (23, 24): 0.15256741780568103, (1, 2): 0.2862947912818463, (0, 1): 0.16266469646594361, (0, 5): 0.15059721709148302, (5, 10): 0.26068218199727694, (10, 15): 0.27114887329145254, (15, 20): 0.15170545499321944, (1, 6): 0.4303657185075497, (5, 6): 0.4495751754709766, (6, 7): 0.8694742026843542, (6, 11): 0.7864794975987758, (10, 11): 0.07954685383573012, (11, 12): 0.8639330131756738, (11, 16): 0.5584287649303974, (15, 16): 0.38973032877722324, (12, 17): 0.7906661741164479, (16, 17): 0.5852727496613405, (17, 18): 0.8095062184459624, (16, 21): 0.37766284940276224, (20, 21): 0.16155645856420758, (17, 22): 0.07314370151458786, (21, 22): 0.2930673562369005, (22, 23): 0.26142100726510087}, 'F_demand': {(0, 1): 0.3333333333332963, (0, 5): 0.3333333333332963, (1, 2): 0.7777777777776913, (1, 6): 0.9999999999998889, (2, 3): 0.8888888888887901, (2, 7): 0.11111111111109877, (3, 4): 0.7777777777776913, (3, 8): 0.44444444444439507, (4, 9): 0.3333333333332963, (5, 6): 0.44444444444439507, (5, 10): 0.44444444444439507, (6, 7): 0.44444444444439507, (6, 11): 0.5555555555554939, (7, 8): 0.6666666666665926, (7, 12): 0.6666666666665926, (8, 9): 0.22222222222219754, (8, 13): 0.44444444444439507, (9, 14): 0.3333333333332963, (10, 11): 0.11111111111109877, (10, 15): 0.3333333333332963, (11, 12): 0.6666666666665926, (11, 16): 0.11111111111109877, (12, 13): 0.5555555555554939, (12, 17): 0.7777777777776913, (13, 14): 0.44444444444439507, (13, 18): 0.44444444444439507, (14, 19): 0.7777777777776913, (15, 16): 0.3333333333332963, (15, 20): 0.0, (16, 17): 0.5555555555554939, (16, 21): 0.3333333333332963, (17, 18): 0.5555555555554939, (17, 22): 0.22222222222219754, (18, 19): 0.5555555555554939, (18, 23): 0.7777777777776913, (19, 24): 0.5555555555554939, (20, 21): 0.44444444444439507, (21, 22): 0.5555555555554939, (22, 23): 0.7777777777776913, (23, 24): 0.5555555555554939}, 'F_qual': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}, 'F_overlap': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}}, 'dp_total_pairs': 40}",,,,,,,,
DP-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,SUMMARY,0.0,0.0,0.0,,,,,,,,,,,,,,,0.1215830000000011,0.0006364000000012027,0.0021702999999995143,0.12375330000000062,0.1247273999999976,0.1247273999999976,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP_R-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,0,1.0,1.0,1.0,3909.095959196089,0.0050501051793516265,3,3,40,1,3,"[0, 1, 0, 0]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]",40,40,40,160,1.1602455999999997,0.0004946999999972945,0.0023055999999996857,1.1625511999999993,1.1635165,1.1635165,"{(0, 1): 1, (0, 5): 1, (1, 2): 1, (1, 6): 1, (2, 3): 1, (2, 7): 1, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 2, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 2, (7, 12): 1, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 1, (12, 13): 1, (12, 17): 1, (13, 14): 1, (13, 18): 1, (14, 19): 1, (15, 16): 1, (16, 17): 2, (16, 21): 1, (17, 18): 2, (18, 19): 1, (18, 23): 2, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}",148139878,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'lp_objective': 3909.095959196089, 'ilp_expected_objective': 3909.095959196089, 'ilp_expected_throughput_term': 0.0050501051793516265, 'ilp_covered_requests': 3, 'ilp_selected_tree_count': 3, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'lp_status': 'OPTIMAL', 'lp_candidate_seed': 1934997417, 'lp_solver_seed': 1901584977, 'lp_selected_trees': 3, 'lp_candidate_tree_counts': {0: 23, 1: 18, 2: 13, 3: 32}, 'lp_minimum_routing_source_placement': None, 'lp_used_budget': 40, 'lp_memory_load': {0: 2, 1: 3, 2: 3, 3: 3, 4: 2, 5: 4, 6: 5, 7: 5, 8: 4, 9: 2, 10: 2, 11: 2, 12: 4, 13: 4, 14: 3, 15: 2, 16: 4, 17: 5, 18: 6, 19: 3, 20: 1, 21: 3, 22: 2, 23: 4, 24: 2}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
LP_R-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,1.1602455999999997,0.0004946999999972945,0.0023055999999996857,1.1625511999999993,1.1635165,1.1635165,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILP_CG-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,0,0.0,0.0,0.0,3000.004052555153,0.004052555153018979,3,3,40,0,4,"[0, 0, 0, 0]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]",40,40,40,160,1.2979018000000018,0.000510699999999531,0.002045799999997655,1.2999475999999994,1.3008309000000011,1.3008309000000011,"{(0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 1, (12, 13): 2, (12, 17): 1, (13, 14): 1, (13, 18): 2, (14, 19): 1, (15, 16): 1, (16, 17): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (18, 23): 2, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}",3403111947,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'ilp_objective': 3000.004052555153, 'ilp_expected_objective': 3000.004052555153, 'ilp_expected_throughput_term': 0.004052555153018979, 'ilp_covered_requests': 3, 'ilp_selected_tree_count': 3, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'ilp_use_redundancy_reward': False, 'ilp_spend_remaining_budget_after_solve': True, 'ilp_status': 'OPTIMAL', 'ilp_cg_iterations': 1, 'ilp_cg_added_columns': 2, 'ilp_cg_pricing_mode': 'candidate_pool_exact', 'ilp_cg_pricing_pool_trees': 32, 'ilp_cg_pricing_pool_seed': 1934997417, 'ilp_cg_initial_seed': 1934997417, 'ilp_cg_final_solver_seed': 4122478884, 'ilp_cg_max_trees_per_request': 2, 'ilp_cg_max_pricing_columns_per_request': 1, 'ilp_selected_trees': 3, 'ilp_candidate_tree_counts': {0: 3, 1: 2, 2: 2, 3: 3}, 'ilp_minimum_routing_source_placement': {(1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (10, 15): 1, (11, 12): 1, (12, 13): 2, (13, 18): 2, (15, 16): 1, (16, 17): 1, (17, 18): 1, (18, 19): 1, (18, 23): 2, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}, 'ilp_optimized_z_used_budget': 30, 'ilp_deployed_used_budget': 40, 'ilp_redundant_used_budget': 40, 'ilp_redundant_routing_source_placement': {(0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 1, (12, 13): 2, (12, 17): 1, (13, 14): 1, (13, 18): 2, (14, 19): 1, (15, 16): 1, (16, 17): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (18, 23): 2, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}, 'ilp_redundant_memory_load': {0: 1, 1: 4, 2: 4, 3: 4, 4: 2, 5: 3, 6: 5, 7: 3, 8: 4, 9: 3, 10: 2, 11: 2, 12: 5, 13: 6, 14: 3, 15: 2, 16: 2, 17: 4, 18: 6, 19: 3, 20: 1, 21: 2, 22: 3, 23: 4, 24: 2}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
ILP_CG-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,SUMMARY,0.0,0.0,0.0,,,,,,,,,,,,,,,1.2979018000000018,0.000510699999999531,0.002045799999997655,1.2999475999999994,1.3008309000000011,1.3008309000000011,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILP-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,0,0.0,0.0,0.0,3000.003468800267,0.0034688002666584993,3,3,40,0,4,"[0, 0, 0, 0]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]","[[4, 18, 12, 7, 23, 20, 21], [19, 13, 21, 8, 0, 14, 23], [3, 1, 15, 17, 6, 19, 5], [12, 6, 4, 1, 11, 3, 24]]",40,40,40,160,0.11272349999999776,0.0005342999999982112,0.0027244000000017365,0.11544789999999949,0.11637830000000093,0.11637830000000093,"{(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 2, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 1, (12, 13): 1, (12, 17): 1, (13, 14): 1, (13, 18): 1, (14, 19): 2, (15, 16): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (18, 19): 1, (18, 23): 1, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}",314954152,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'ilp_objective': 3000.003468800267, 'ilp_expected_objective': 3000.003468800267, 'ilp_expected_throughput_term': 0.0034688002666584993, 'ilp_covered_requests': 3, 'ilp_selected_tree_count': 3, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'ilp_use_redundancy_reward': False, 'ilp_spend_remaining_budget_after_solve': True, 'ilp_status': 'OPTIMAL', 'ilp_candidate_seed': 1934997417, 'ilp_solver_seed': 1714257075, 'ilp_selected_trees': 3, 'ilp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 4}, 'ilp_minimum_routing_source_placement': {(0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 1, (4, 9): 1, (5, 6): 2, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 1, (13, 14): 1, (13, 18): 1, (14, 19): 2, (15, 16): 1, (16, 17): 1, (17, 18): 1, (18, 19): 1, (18, 23): 1, (19, 24): 1, (21, 22): 1, (22, 23): 1}, 'ilp_optimized_z_used_budget': 31, 'ilp_deployed_used_budget': 40, 'ilp_redundant_used_budget': 40, 'ilp_redundant_routing_source_placement': {(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 2, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 1, (11, 12): 1, (12, 13): 1, (12, 17): 1, (13, 14): 1, (13, 18): 1, (14, 19): 2, (15, 16): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (18, 19): 1, (18, 23): 1, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}, 'ilp_redundant_memory_load': {0: 2, 1: 5, 2: 4, 3: 4, 4: 2, 5: 4, 6: 6, 7: 3, 8: 4, 9: 3, 10: 2, 11: 2, 12: 4, 13: 4, 14: 4, 15: 2, 16: 3, 17: 3, 18: 4, 19: 4, 20: 1, 21: 3, 22: 2, 23: 3, 24: 2}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
ILP-MP_t,num_users_per_request,7,7,593145736,,25,40,10.0,SUMMARY,0.0,0.0,0.0,,,,,,,,,,,,,,,0.11272349999999776,0.0005342999999982112,0.0027244000000017365,0.11544789999999949,0.11637830000000093,0.11637830000000093,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
