algorithm,sweep_parameter,sweep_value,quantum_source_budget,request_seed,topology_seed,num_nodes,num_edges,average_edge_length_km,trial,throughput_qbps,realized_throughput,realized_successful_ghz_count,ilp_expected_objective,ilp_expected_throughput_term,ilp_covered_requests,ilp_selected_tree_count,deployed_source_count,served_requests,failed_requests,per_request_ghz,request_batch,ordered_requests,cost,used_budget,candidate_edge_count,effective_capacity,placement_runtime,link_deployment_runtime,routing_runtime,placement_and_routing_runtime,algorithm_running_time,total_runtime,deployed_dict,seed,source_seed,link_seed,operation_seed_base,request_operation_seeds,master_seed,request_order_seed,source_metadata,ci95_halfwidth,throughput_ci95_halfwidth,placement_runtime_ci95_halfwidth,link_deployment_runtime_ci95_halfwidth,routing_runtime_ci95_halfwidth,placement_and_routing_runtime_ci95_halfwidth,algorithm_running_time_ci95_halfwidth,total_runtime_ci95_halfwidth
ILP-MP_t,quantum_source_budget,40,40,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.03304879999999999,0.0010014000000002632,0.0019646999999998194,0.03501349999999981,0.036455899999999986,0.036455899999999986,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,0,1.0,1.0,1.0,,,,,50,1,3,"[1, 0, 0, 0]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]",50,50,40,160,0.0027431999999998347,0.000782400000000294,0.001396599999999637,0.004139799999999472,0.005348199999999803,0.005348199999999803,"{(12, 13): 2, (7, 12): 2, (11, 12): 2, (12, 17): 2, (6, 7): 2, (7, 8): 2, (6, 11): 2, (8, 13): 2, (11, 16): 2, (13, 18): 2, (16, 17): 1, (17, 18): 1, (2, 7): 1, (10, 11): 1, (13, 14): 1, (17, 22): 1, (16, 21): 1, (18, 19): 1, (18, 23): 1, (3, 8): 1, (5, 6): 1, (8, 9): 1, (15, 16): 1, (1, 6): 1, (1, 2): 1, (2, 3): 1, (5, 10): 1, (9, 14): 1, (10, 15): 1, (14, 19): 1, (21, 22): 1, (22, 23): 1, (4, 9): 1, (0, 1): 1, (0, 5): 1, (3, 4): 1, (15, 20): 1, (19, 24): 1, (20, 21): 1, (23, 24): 1}",1917356134,3074377297,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'betweenness_scores': {(0, 1): 0.04896031746031746, (0, 5): 0.04896031746031746, (1, 2): 0.06992857142857144, (1, 6): 0.0758253968253968, (5, 6): 0.07582539682539681, (5, 10): 0.06992857142857144, (2, 3): 0.06992857142857144, (2, 7): 0.08376190476190479, (6, 7): 0.11528571428571432, (6, 11): 0.11528571428571428, (3, 4): 0.04896031746031746, (3, 8): 0.07582539682539681, (7, 8): 0.11528571428571431, (7, 12): 0.12957142857142856, (4, 9): 0.04896031746031747, (8, 9): 0.07582539682539681, (8, 13): 0.11528571428571428, (9, 14): 0.06992857142857144, (10, 11): 0.08376190476190479, (10, 15): 0.06992857142857144, (11, 12): 0.12957142857142856, (11, 16): 0.11528571428571428, (12, 13): 0.1295714285714286, (12, 17): 0.12957142857142856, (13, 14): 0.08376190476190479, (13, 18): 0.11528571428571428, (14, 19): 0.06992857142857144, (15, 16): 0.07582539682539681, (15, 20): 0.04896031746031746, (16, 17): 0.11528571428571428, (16, 21): 0.07582539682539682, (17, 18): 0.11528571428571428, (17, 22): 0.08376190476190476, (18, 19): 0.07582539682539682, (18, 23): 0.07582539682539682, (19, 24): 0.04896031746031746, (20, 21): 0.04896031746031746, (21, 22): 0.06992857142857144, (22, 23): 0.06992857142857144, (23, 24): 0.04896031746031746}, 'allocation': {(0, 1): 1, (0, 5): 1, (1, 2): 1, (1, 6): 1, (2, 3): 1, (2, 7): 1, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 2, (6, 11): 2, (7, 8): 2, (7, 12): 2, (8, 9): 1, (8, 13): 2, (9, 14): 1, (10, 11): 1, (10, 15): 1, (11, 12): 2, (11, 16): 2, (12, 13): 2, (12, 17): 2, (13, 14): 1, (13, 18): 2, (14, 19): 1, (15, 16): 1, (15, 20): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (18, 23): 1, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}, 'used_budget': 50, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
BT-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.0027431999999998347,0.000782400000000294,0.001396599999999637,0.004139799999999472,0.005348199999999803,0.005348199999999803,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,0,1.0,1.0,1.0,,,,,50,1,3,"[1, 0, 0, 0]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]",50,50,40,160,0.03157820000000022,0.0006371999999998934,0.0024234000000000755,0.0340016000000003,0.035034099999999846,0.035034099999999846,"{(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (2, 7): 1, (3, 4): 2, (3, 8): 2, (4, 9): 2, (5, 6): 1, (5, 10): 1, (6, 7): 2, (6, 11): 2, (7, 8): 2, (7, 12): 2, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 2, (11, 12): 2, (11, 16): 1, (12, 13): 3, (12, 17): 2, (13, 14): 2, (13, 18): 2, (14, 19): 2, (16, 21): 1, (17, 18): 2, (18, 19): 2, (21, 22): 1}",1401080234,1198487884,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'used_budget': 50, 'candidate_edge_count': 40, 'effective_capacity': 160, 'dp_candidate_seed': 3229805457, 'dp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 4}, 'dp_path_edge_count': 40, 'dp_allocation': {(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 2, (2, 3): 2, (2, 7): 1, (3, 4): 2, (3, 8): 2, (4, 9): 2, (5, 6): 1, (5, 10): 1, (6, 7): 2, (6, 11): 2, (7, 8): 2, (7, 12): 2, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 11): 0, (10, 15): 2, (11, 12): 2, (11, 16): 1, (12, 13): 3, (12, 17): 2, (13, 14): 2, (13, 18): 2, (14, 19): 2, (15, 16): 0, (15, 20): 0, (16, 17): 0, (16, 21): 1, (17, 18): 2, (17, 22): 0, (18, 19): 2, (18, 23): 0, (19, 24): 0, (20, 21): 0, (21, 22): 1, (22, 23): 0, (23, 24): 0}, 'dp_value': 11.162078081721392, 'dp_parts': {'F_topo': {(3, 4): 0.6617981174942295, (3, 8): 0.9259980525802042, (8, 13): 0.9578059071728648, (13, 18): 0.9675430055175571, (4, 9): 0.5709185329437713, (8, 9): 0.2671210645893824, (9, 14): 0.40214216163577754, (13, 14): 0.3326841934436417, (14, 19): 0.4904251866276513, (18, 19): 0.72963323596225, (2, 3): 0.6975008114247667, (2, 7): 0.39857189224272405, (7, 12): 0.7182732878934429, (7, 8): 0.5443037974682803, (12, 13): 0.9999999999998637, (1, 2): 0.6062966569294855, (1, 6): 0.7705290490099567, (6, 11): 0.881207400194622, (11, 16): 0.6919831223627751, (16, 21): 0.7101590392728669, (6, 7): 0.7426160337551729, (11, 12): 0.6432976306393149, (12, 17): 0.5705939629989485, (16, 17): 0.7169750081141508, (17, 18): 0.8493995456019614, (17, 22): 0.20772476468676174, (21, 22): 0.372606296656879, (18, 23): 0.08893216488151985, (22, 23): 0.12690684842581848, (19, 24): 0.0, (23, 24): 0.0, (0, 1): 0.006815968841284368, (0, 5): 0.006815968841284368, (5, 10): 0.12236286919829556, (10, 15): 0.3612463485880717, (5, 6): 0.07757221681271256, (10, 11): 0.20090879584547738, (15, 16): 0.7215189873416737, (20, 21): 0.030185004868545064, (15, 20): 0.030185004868545064}, 'F_demand': {(0, 1): 0.16666666666663887, (0, 5): 0.16666666666663887, (1, 2): 0.6666666666665555, (1, 6): 0.6666666666665555, (2, 3): 0.8333333333331945, (2, 7): 0.16666666666663887, (3, 4): 0.6666666666665555, (3, 8): 0.4999999999999167, (4, 9): 0.6666666666665555, (5, 6): 0.16666666666663887, (5, 10): 0.33333333333327775, (6, 7): 0.4999999999999167, (6, 11): 0.6666666666665555, (7, 8): 0.4999999999999167, (7, 12): 0.6666666666665555, (8, 9): 0.33333333333327775, (8, 13): 0.33333333333327775, (9, 14): 0.33333333333327775, (10, 11): 0.16666666666663887, (10, 15): 0.4999999999999167, (11, 12): 0.4999999999999167, (11, 16): 0.33333333333327775, (12, 13): 0.9999999999998334, (12, 17): 0.4999999999999167, (13, 14): 0.4999999999999167, (13, 18): 0.6666666666665555, (14, 19): 0.4999999999999167, (15, 16): 0.16666666666663887, (15, 20): 0.0, (16, 17): 0.16666666666663887, (16, 21): 0.33333333333327775, (17, 18): 0.4999999999999167, (17, 22): 0.16666666666663887, (18, 19): 0.4999999999999167, (18, 23): 0.0, (19, 24): 0.16666666666663887, (20, 21): 0.0, (21, 22): 0.33333333333327775, (22, 23): 0.16666666666663887, (23, 24): 0.16666666666663887}, 'F_qual': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}, 'F_overlap': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}}, 'dp_total_pairs': 50}",,,,,,,,
DP-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.03157820000000022,0.0006371999999998934,0.0024234000000000755,0.0340016000000003,0.035034099999999846,0.035034099999999846,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP_R-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,0,1.0,1.0,1.0,4000.2711874341894,0.27118743418934654,4,9,50,1,3,"[1, 0, 0, 0]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]",50,50,40,160,0.493109,0.00100750000000005,0.003233400000000053,0.4963424000000001,0.4978805000000004,0.4978805000000004,"{(0, 1): 1, (0, 5): 1, (1, 2): 3, (1, 6): 2, (2, 3): 3, (3, 4): 3, (3, 8): 2, (4, 9): 3, (5, 10): 1, (6, 7): 2, (6, 11): 2, (7, 8): 2, (7, 12): 2, (8, 9): 2, (8, 13): 2, (9, 14): 1, (10, 15): 1, (11, 12): 2, (11, 16): 2, (12, 13): 3, (12, 17): 1, (13, 18): 3, (14, 19): 1, (15, 16): 1, (16, 21): 1, (17, 18): 1, (18, 19): 2}",148139878,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'lp_objective': 4000.2711874341894, 'ilp_expected_objective': 4000.2711874341894, 'ilp_expected_throughput_term': 0.27118743418934654, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 9, 'deployed_source_count': 50, 'ilp_objective_mode': 'coverage_expected_throughput', 'lp_status': 'OPTIMAL', 'lp_candidate_seed': 1934997417, 'lp_solver_seed': 1901584977, 'lp_selected_trees': 9, 'lp_candidate_tree_counts': {0: 10, 1: 8, 2: 5, 3: 11}, 'lp_minimum_routing_source_placement': None, 'lp_used_budget': 50, 'lp_memory_load': {0: 2, 1: 6, 2: 6, 3: 8, 4: 6, 5: 2, 6: 6, 7: 6, 8: 8, 9: 6, 10: 2, 11: 6, 12: 8, 13: 8, 14: 2, 15: 2, 16: 4, 17: 2, 18: 6, 19: 3, 21: 1}, 'used_budget': 50, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
LP_R-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.493109,0.00100750000000005,0.003233400000000053,0.4963424000000001,0.4978805000000004,0.4978805000000004,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILP_CG-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,0,1.0,1.0,1.0,4000.1850939921896,0.18509399218934652,4,7,50,1,3,"[1, 0, 0, 0]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]",50,50,40,160,0.5319250000000002,0.0006707999999999714,0.0015602000000001226,0.5334852000000003,0.5346056999999997,0.5346056999999997,"{(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 1, (2, 3): 3, (2, 7): 1, (3, 4): 2, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 2, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 11): 1, (10, 15): 1, (11, 12): 1, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 2, (13, 18): 1, (14, 19): 2, (15, 16): 1, (15, 20): 1, (16, 17): 1, (16, 21): 1, (17, 18): 2, (17, 22): 1, (18, 19): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}",3403111947,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'ilp_objective': 4000.1850939921896, 'ilp_expected_objective': 4000.1850939921896, 'ilp_expected_throughput_term': 0.18509399218934652, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 7, 'deployed_source_count': 50, 'ilp_objective_mode': 'coverage_expected_throughput', 'ilp_use_redundancy_reward': False, 'ilp_spend_remaining_budget_after_solve': True, 'ilp_status': 'OPTIMAL', 'ilp_cg_iterations': 1, 'ilp_cg_added_columns': 4, 'ilp_cg_pricing_mode': 'candidate_pool_exact', 'ilp_cg_pricing_pool_trees': 32, 'ilp_cg_pricing_pool_seed': 1934997417, 'ilp_cg_initial_seed': 1934997417, 'ilp_cg_final_solver_seed': 4122478884, 'ilp_cg_max_trees_per_request': 2, 'ilp_cg_max_pricing_columns_per_request': 1, 'ilp_selected_trees': 7, 'ilp_candidate_tree_counts': {0: 3, 1: 3, 2: 3, 3: 3}, 'ilp_minimum_routing_source_placement': {(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 1, (2, 3): 3, (2, 7): 1, (3, 4): 2, (3, 8): 1, (4, 9): 1, (5, 10): 1, (6, 7): 2, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 9): 1, (10, 15): 1, (11, 16): 1, (12, 17): 1, (13, 14): 2, (13, 18): 1, (14, 19): 2, (15, 16): 1, (17, 18): 2, (17, 22): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}, 'ilp_optimized_z_used_budget': 40, 'ilp_deployed_used_budget': 50, 'ilp_redundant_used_budget': 50, 'ilp_redundant_routing_source_placement': {(0, 1): 1, (0, 5): 1, (1, 2): 2, (1, 6): 1, (2, 3): 3, (2, 7): 1, (3, 4): 2, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 2, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 11): 1, (10, 15): 1, (11, 12): 1, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 2, (13, 18): 1, (14, 19): 2, (15, 16): 1, (15, 20): 1, (16, 17): 1, (16, 21): 1, (17, 18): 2, (17, 22): 1, (18, 19): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}, 'ilp_redundant_memory_load': {0: 2, 1: 4, 2: 6, 3: 6, 4: 3, 5: 3, 6: 5, 7: 8, 8: 5, 9: 3, 10: 3, 11: 4, 12: 6, 13: 5, 14: 5, 15: 3, 16: 4, 17: 5, 18: 4, 19: 4, 20: 1, 21: 3, 22: 4, 23: 2, 24: 2}, 'used_budget': 50, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
ILP_CG-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5319250000000002,0.0006707999999999714,0.0015602000000001226,0.5334852000000003,0.5346056999999997,0.5346056999999997,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILP-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,0,1.0,1.0,1.0,4000.204894102227,0.20489410222721582,4,8,50,1,3,"[1, 0, 0, 0]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]","[[4, 18, 12], [19, 13, 21], [3, 1, 15], [12, 6, 4]]",50,50,40,160,0.03334070000000011,0.0005485999999996771,0.0012601999999999336,0.034600900000000046,0.03555930000000007,0.03555930000000007,"{(0, 1): 1, (0, 5): 1, (1, 2): 3, (1, 6): 2, (2, 3): 3, (2, 7): 1, (3, 4): 1, (3, 8): 1, (4, 9): 2, (5, 6): 1, (5, 10): 2, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 2, (11, 12): 1, (11, 16): 1, (12, 13): 2, (12, 17): 1, (13, 14): 2, (13, 18): 3, (14, 19): 3, (15, 16): 1, (16, 21): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}",314954152,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'ilp_objective': 4000.204894102227, 'ilp_expected_objective': 4000.204894102227, 'ilp_expected_throughput_term': 0.20489410222721582, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 8, 'deployed_source_count': 50, 'ilp_objective_mode': 'coverage_expected_throughput', 'ilp_use_redundancy_reward': False, 'ilp_spend_remaining_budget_after_solve': True, 'ilp_status': 'OPTIMAL', 'ilp_candidate_seed': 1934997417, 'ilp_solver_seed': 1714257075, 'ilp_selected_trees': 8, 'ilp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 4}, 'ilp_minimum_routing_source_placement': {(0, 1): 1, (0, 5): 1, (1, 2): 3, (1, 6): 2, (2, 3): 3, (3, 4): 1, (3, 8): 1, (4, 9): 2, (5, 6): 1, (5, 10): 2, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 2, (11, 16): 1, (12, 13): 2, (13, 14): 2, (13, 18): 3, (14, 19): 3, (15, 16): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}, 'ilp_optimized_z_used_budget': 46, 'ilp_deployed_used_budget': 50, 'ilp_redundant_used_budget': 50, 'ilp_redundant_routing_source_placement': {(0, 1): 1, (0, 5): 1, (1, 2): 3, (1, 6): 2, (2, 3): 3, (2, 7): 1, (3, 4): 1, (3, 8): 1, (4, 9): 2, (5, 6): 1, (5, 10): 2, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 15): 2, (11, 12): 1, (11, 16): 1, (12, 13): 2, (12, 17): 1, (13, 14): 2, (13, 18): 3, (14, 19): 3, (15, 16): 1, (16, 21): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}, 'ilp_redundant_memory_load': {0: 2, 1: 6, 2: 7, 3: 5, 4: 3, 5: 4, 6: 5, 7: 4, 8: 4, 9: 4, 10: 4, 11: 3, 12: 5, 13: 8, 14: 6, 15: 3, 16: 3, 17: 3, 18: 5, 19: 5, 21: 3, 22: 4, 23: 2, 24: 2}, 'used_budget': 50, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
ILP-MP_t,quantum_source_budget,50,50,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.03334070000000011,0.0005485999999996771,0.0012601999999999336,0.034600900000000046,0.03555930000000007,0.03555930000000007,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
